Service Prefix,Action,Combined
sqs,ListQueueTags,sqs:ListQueueTags
sqs,ListQueues,sqs:ListQueues
sqs,PurgeQueue,sqs:PurgeQueue
sqs,ReceiveMessage,sqs:ReceiveMessage
sqs,RemovePermission,sqs:RemovePermission
sqs,SendMessage,sqs:SendMessage
sqs,SetQueueAttributes,sqs:SetQueueAttributes
sqs,TagQueue,sqs:TagQueue
sqs,UntagQueue,sqs:UntagQueue
states,CreateActivity,states:CreateActivity
states,CreateStateMachine,states:CreateStateMachine
states,DeleteActivity,states:DeleteActivity
states,DeleteStateMachine,states:DeleteStateMachine
states,DescribeActivity,states:DescribeActivity
states,DescribeExecution,states:DescribeExecution
states,DescribeMapRun,states:DescribeMapRun
states,DescribeStateMachine,states:DescribeStateMachine
states,DescribeStateMachineForExecution,states:DescribeStateMachineForExecution
states,GetActivityTask,states:GetActivityTask
states,GetExecutionHistory,states:GetExecutionHistory
states,ListActivities,states:ListActivities
states,ListExecutions,states:ListExecutions
states,ListMapRuns,states:ListMapRuns
states,ListStateMachines,states:ListStateMachines
states,ListTagsForResource,states:ListTagsForResource
states,SendTaskFailure,states:SendTaskFailure
states,SendTaskHeartbeat,states:SendTaskHeartbeat
states,SendTaskSuccess,states:SendTaskSuccess
states,StartExecution,states:StartExecution
states,StartSyncExecution,states:StartSyncExecution
states,StopExecution,states:StopExecution
states,TagResource,states:TagResource
states,UntagResource,states:UntagResource
states,UpdateMapRun,states:UpdateMapRun
states,UpdateStateMachine,states:UpdateStateMachine
storagegateway,ActivateGateway,storagegateway:ActivateGateway
storagegateway,AddCache,storagegateway:AddCache
storagegateway,AddTagsToResource,storagegateway:AddTagsToResource
storagegateway,AddUploadBuffer,storagegateway:AddUploadBuffer
storagegateway,AddWorkingStorage,storagegateway:AddWorkingStorage
storagegateway,AssignTapePool,storagegateway:AssignTapePool
storagegateway,AssociateFileSystem,storagegateway:AssociateFileSystem
storagegateway,AttachVolume,storagegateway:AttachVolume
storagegateway,BypassGovernanceRetention,storagegateway:BypassGovernanceRetention
storagegateway,CancelArchival,storagegateway:CancelArchival
storagegateway,CancelRetrieval,storagegateway:CancelRetrieval
storagegateway,CreateCachediSCSIVolume,storagegateway:CreateCachediSCSIVolume
storagegateway,CreateNFSFileShare,storagegateway:CreateNFSFileShare
storagegateway,CreateSMBFileShare,storagegateway:CreateSMBFileShare
storagegateway,CreateSnapshot,storagegateway:CreateSnapshot
storagegateway,CreateSnapshotFromVolumeRecoveryPoint,storagegateway:CreateSnapshotFromVolumeRecoveryPoint
storagegateway,CreateStorediSCSIVolume,storagegateway:CreateStorediSCSIVolume
storagegateway,CreateTapePool,storagegateway:CreateTapePool
storagegateway,CreateTapeWithBarcode,storagegateway:CreateTapeWithBarcode
storagegateway,CreateTapes,storagegateway:CreateTapes
storagegateway,DeleteAutomaticTapeCreationPolicy,storagegateway:DeleteAutomaticTapeCreationPolicy
storagegateway,DeleteBandwidthRateLimit,storagegateway:DeleteBandwidthRateLimit
storagegateway,DeleteChapCredentials,storagegateway:DeleteChapCredentials
storagegateway,DeleteFileShare,storagegateway:DeleteFileShare
storagegateway,DeleteGateway,storagegateway:DeleteGateway
storagegateway,DeleteSnapshotSchedule,storagegateway:DeleteSnapshotSchedule
storagegateway,DeleteTape,storagegateway:DeleteTape
storagegateway,DeleteTapeArchive,storagegateway:DeleteTapeArchive
storagegateway,DeleteTapePool,storagegateway:DeleteTapePool
storagegateway,DeleteVolume,storagegateway:DeleteVolume
storagegateway,DescribeAvailabilityMonitorTest,storagegateway:DescribeAvailabilityMonitorTest
storagegateway,DescribeBandwidthRateLimit,storagegateway:DescribeBandwidthRateLimit
storagegateway,DescribeBandwidthRateLimitSchedule,storagegateway:DescribeBandwidthRateLimitSchedule
storagegateway,DescribeCache,storagegateway:DescribeCache
storagegateway,DescribeCachediSCSIVolumes,storagegateway:DescribeCachediSCSIVolumes
storagegateway,DescribeChapCredentials,storagegateway:DescribeChapCredentials
storagegateway,DescribeFileSystemAssociations,storagegateway:DescribeFileSystemAssociations
storagegateway,DescribeGatewayInformation,storagegateway:DescribeGatewayInformation
storagegateway,DescribeMaintenanceStartTime,storagegateway:DescribeMaintenanceStartTime
storagegateway,DescribeNFSFileShares,storagegateway:DescribeNFSFileShares
storagegateway,DescribeSMBFileShares,storagegateway:DescribeSMBFileShares
storagegateway,DescribeSMBSettings,storagegateway:DescribeSMBSettings
storagegateway,DescribeSnapshotSchedule,storagegateway:DescribeSnapshotSchedule
storagegateway,DescribeStorediSCSIVolumes,storagegateway:DescribeStorediSCSIVolumes
storagegateway,DescribeTapeArchives,storagegateway:DescribeTapeArchives
storagegateway,DescribeTapeRecoveryPoints,storagegateway:DescribeTapeRecoveryPoints
storagegateway,DescribeTapes,storagegateway:DescribeTapes
storagegateway,DescribeUploadBuffer,storagegateway:DescribeUploadBuffer
storagegateway,DescribeVTLDevices,storagegateway:DescribeVTLDevices
storagegateway,DescribeWorkingStorage,storagegateway:DescribeWorkingStorage
storagegateway,DetachVolume,storagegateway:DetachVolume
storagegateway,DisableGateway,storagegateway:DisableGateway
storagegateway,DisassociateFileSystem,storagegateway:DisassociateFileSystem
storagegateway,JoinDomain,storagegateway:JoinDomain
storagegateway,ListAutomaticTapeCreationPolicies,storagegateway:ListAutomaticTapeCreationPolicies
storagegateway,ListFileShares,storagegateway:ListFileShares
storagegateway,ListFileSystemAssociations,storagegateway:ListFileSystemAssociations
storagegateway,ListGateways,storagegateway:ListGateways
storagegateway,ListLocalDisks,storagegateway:ListLocalDisks
storagegateway,ListTagsForResource,storagegateway:ListTagsForResource
storagegateway,ListTapePools,storagegateway:ListTapePools
storagegateway,ListTapes,storagegateway:ListTapes
storagegateway,ListVolumeInitiators,storagegateway:ListVolumeInitiators
storagegateway,ListVolumeRecoveryPoints,storagegateway:ListVolumeRecoveryPoints
storagegateway,ListVolumes,storagegateway:ListVolumes
storagegateway,NotifyWhenUploaded,storagegateway:NotifyWhenUploaded
storagegateway,RefreshCache,storagegateway:RefreshCache
storagegateway,RemoveTagsFromResource,storagegateway:RemoveTagsFromResource
storagegateway,ResetCache,storagegateway:ResetCache
storagegateway,RetrieveTapeArchive,storagegateway:RetrieveTapeArchive
storagegateway,RetrieveTapeRecoveryPoint,storagegateway:RetrieveTapeRecoveryPoint
storagegateway,SetLocalConsolePassword,storagegateway:SetLocalConsolePassword
storagegateway,SetSMBGuestPassword,storagegateway:SetSMBGuestPassword
storagegateway,ShutdownGateway,storagegateway:ShutdownGateway
storagegateway,StartAvailabilityMonitorTest,storagegateway:StartAvailabilityMonitorTest
storagegateway,StartGateway,storagegateway:StartGateway
storagegateway,UpdateAutomaticTapeCreationPolicy,storagegateway:UpdateAutomaticTapeCreationPolicy
storagegateway,UpdateBandwidthRateLimit,storagegateway:UpdateBandwidthRateLimit
storagegateway,UpdateBandwidthRateLimitSchedule,storagegateway:UpdateBandwidthRateLimitSchedule
storagegateway,UpdateChapCredentials,storagegateway:UpdateChapCredentials
storagegateway,UpdateFileSystemAssociation,storagegateway:UpdateFileSystemAssociation
storagegateway,UpdateGatewayInformation,storagegateway:UpdateGatewayInformation
storagegateway,UpdateGatewaySoftwareNow,storagegateway:UpdateGatewaySoftwareNow
storagegateway,UpdateMaintenanceStartTime,storagegateway:UpdateMaintenanceStartTime
storagegateway,UpdateNFSFileShare,storagegateway:UpdateNFSFileShare
storagegateway,UpdateSMBFileShare,storagegateway:UpdateSMBFileShare
storagegateway,UpdateSMBFileShareVisibility,storagegateway:UpdateSMBFileShareVisibility
storagegateway,UpdateSMBLocalGroups,storagegateway:UpdateSMBLocalGroups
storagegateway,UpdateSMBSecurityStrategy,storagegateway:UpdateSMBSecurityStrategy
storagegateway,UpdateSnapshotSchedule,storagegateway:UpdateSnapshotSchedule
storagegateway,UpdateVTLDeviceType,storagegateway:UpdateVTLDeviceType
sumerian,ViewRelease,sumerian:ViewRelease
scn,AssignAdminPermissionsToUser,scn:AssignAdminPermissionsToUser
scn,CreateInstance,scn:CreateInstance
scn,CreateSSOApplication,scn:CreateSSOApplication
scn,DeleteInstance,scn:DeleteInstance
scn,DeleteSSOApplication,scn:DeleteSSOApplication
scn,DescribeInstance,scn:DescribeInstance
scn,ListAdminUsers,scn:ListAdminUsers
scn,ListInstances,scn:ListInstances
scn,ListTagsForResource,scn:ListTagsForResource
scn,RemoveAdminPermissionsForUser,scn:RemoveAdminPermissionsForUser
scn,TagResource,scn:TagResource
scn,UntagResource,scn:UntagResource
scn,UpdateInstance,scn:UpdateInstance
support,AddAttachmentsToSet,support:AddAttachmentsToSet
support,AddCommunicationToCase,support:AddCommunicationToCase
support,CreateCase,support:CreateCase
support,DescribeAttachment,support:DescribeAttachment
support,DescribeCases,support:DescribeCases
support,DescribeCommunications,support:DescribeCommunications
support,DescribeServices,support:DescribeServices
support,DescribeSeverityLevels,support:DescribeSeverityLevels
support,DescribeTrustedAdvisorCheckRefreshStatuses,support:DescribeTrustedAdvisorCheckRefreshStatuses
support,DescribeTrustedAdvisorCheckResult,support:DescribeTrustedAdvisorCheckResult
support,DescribeTrustedAdvisorCheckSummaries,support:DescribeTrustedAdvisorCheckSummaries
support,DescribeTrustedAdvisorChecks,support:DescribeTrustedAdvisorChecks
support,RefreshTrustedAdvisorCheck,support:RefreshTrustedAdvisorCheck
support,ResolveCase,support:ResolveCase
supportapp,CreateSlackChannelConfiguration,supportapp:CreateSlackChannelConfiguration
supportapp,DeleteAccountAlias,supportapp:DeleteAccountAlias
supportapp,DeleteSlackChannelConfiguration,supportapp:DeleteSlackChannelConfiguration
supportapp,DeleteSlackWorkspaceConfiguration,supportapp:DeleteSlackWorkspaceConfiguration
supportapp,DescribeSlackChannels,supportapp:DescribeSlackChannels
supportapp,GetAccountAlias,supportapp:GetAccountAlias
supportapp,GetSlackOauthParameters,supportapp:GetSlackOauthParameters
supportapp,ListSlackChannelConfigurations,supportapp:ListSlackChannelConfigurations
supportapp,ListSlackWorkspaceConfigurations,supportapp:ListSlackWorkspaceConfigurations
supportapp,PutAccountAlias,supportapp:PutAccountAlias
supportapp,RedeemSlackOauthCode,supportapp:RedeemSlackOauthCode
supportapp,RegisterSlackWorkspaceForOrganization,supportapp:RegisterSlackWorkspaceForOrganization
supportapp,UpdateSlackChannelConfiguration,supportapp:UpdateSlackChannelConfiguration
supportplans,GetSupportPlan,supportplans:GetSupportPlan
supportplans,GetSupportPlanUpdateStatus,supportplans:GetSupportPlanUpdateStatus
supportplans,StartSupportPlanUpdate,supportplans:StartSupportPlanUpdate
sustainability,GetCarbonFootprintSummary,sustainability:GetCarbonFootprintSummary
ssm,AddTagsToResource,ssm:AddTagsToResource
ssm,AssociateOpsItemRelatedItem,ssm:AssociateOpsItemRelatedItem
ssm,CancelCommand,ssm:CancelCommand
ssm,CancelMaintenanceWindowExecution,ssm:CancelMaintenanceWindowExecution
ssm,CreateActivation,ssm:CreateActivation
ssm,CreateAssociation,ssm:CreateAssociation
ssm,CreateAssociationBatch,ssm:CreateAssociationBatch
ssm,CreateDocument,ssm:CreateDocument
ssm,CreateMaintenanceWindow,ssm:CreateMaintenanceWindow
ssm,CreateOpsItem,ssm:CreateOpsItem
ssm,CreateOpsMetadata,ssm:CreateOpsMetadata
ssm,CreatePatchBaseline,ssm:CreatePatchBaseline
ssm,CreateResourceDataSync,ssm:CreateResourceDataSync
ssm,DeleteActivation,ssm:DeleteActivation
ssm,DeleteAssociation,ssm:DeleteAssociation
ssm,DeleteDocument,ssm:DeleteDocument
ssm,DeleteInventory,ssm:DeleteInventory
ssm,DeleteMaintenanceWindow,ssm:DeleteMaintenanceWindow
ssm,DeleteOpsMetadata,ssm:DeleteOpsMetadata
ssm,DeleteParameter,ssm:DeleteParameter
ssm,DeleteParameters,ssm:DeleteParameters
ssm,DeletePatchBaseline,ssm:DeletePatchBaseline
ssm,DeleteResourceDataSync,ssm:DeleteResourceDataSync
ssm,DeregisterManagedInstance,ssm:DeregisterManagedInstance
ssm,DeregisterPatchBaselineForPatchGroup,ssm:DeregisterPatchBaselineForPatchGroup
ssm,DeregisterTargetFromMaintenanceWindow,ssm:DeregisterTargetFromMaintenanceWindow
ssm,DeregisterTaskFromMaintenanceWindow,ssm:DeregisterTaskFromMaintenanceWindow
ssm,DescribeActivations,ssm:DescribeActivations
ssm,DescribeAssociation,ssm:DescribeAssociation
ssm,DescribeAssociationExecutionTargets,ssm:DescribeAssociationExecutionTargets
ssm,DescribeAssociationExecutions,ssm:DescribeAssociationExecutions
ssm,DescribeAutomationExecutions,ssm:DescribeAutomationExecutions
ssm,DescribeAutomationStepExecutions,ssm:DescribeAutomationStepExecutions
ssm,DescribeAvailablePatches,ssm:DescribeAvailablePatches
ssm,DescribeDocument,ssm:DescribeDocument
ssm,DescribeDocumentParameters,ssm:DescribeDocumentParameters
ssm,DescribeDocumentPermission,ssm:DescribeDocumentPermission
ssm,DescribeEffectiveInstanceAssociations,ssm:DescribeEffectiveInstanceAssociations
ssm,DescribeEffectivePatchesForPatchBaseline,ssm:DescribeEffectivePatchesForPatchBaseline
ssm,DescribeInstanceAssociationsStatus,ssm:DescribeInstanceAssociationsStatus
ssm,DescribeInstanceInformation,ssm:DescribeInstanceInformation
ssm,DescribeInstancePatchStates,ssm:DescribeInstancePatchStates
ssm,DescribeInstancePatchStatesForPatchGroup,ssm:DescribeInstancePatchStatesForPatchGroup
ssm,DescribeInstancePatches,ssm:DescribeInstancePatches
ssm,DescribeInstanceProperties,ssm:DescribeInstanceProperties
ssm,DescribeInventoryDeletions,ssm:DescribeInventoryDeletions
ssm,DescribeMaintenanceWindowExecutionTaskInvocations,ssm:DescribeMaintenanceWindowExecutionTaskInvocations
ssm,DescribeMaintenanceWindowExecutionTasks,ssm:DescribeMaintenanceWindowExecutionTasks
ssm,DescribeMaintenanceWindowExecutions,ssm:DescribeMaintenanceWindowExecutions
ssm,DescribeMaintenanceWindowSchedule,ssm:DescribeMaintenanceWindowSchedule
ssm,DescribeMaintenanceWindowTargets,ssm:DescribeMaintenanceWindowTargets
ssm,DescribeMaintenanceWindowTasks,ssm:DescribeMaintenanceWindowTasks
ssm,DescribeMaintenanceWindows,ssm:DescribeMaintenanceWindows
ssm,DescribeMaintenanceWindowsForTarget,ssm:DescribeMaintenanceWindowsForTarget
ssm,DescribeOpsItems,ssm:DescribeOpsItems
ssm,DescribeParameters,ssm:DescribeParameters
ssm,DescribePatchBaselines,ssm:DescribePatchBaselines
ssm,DescribePatchGroupState,ssm:DescribePatchGroupState
ssm,DescribePatchGroups,ssm:DescribePatchGroups
ssm,DescribePatchProperties,ssm:DescribePatchProperties
ssm,DescribeSessions,ssm:DescribeSessions
ssm,DisassociateOpsItemRelatedItem,ssm:DisassociateOpsItemRelatedItem
ssm,GetAutomationExecution,ssm:GetAutomationExecution
ssm,GetCalendarState,ssm:GetCalendarState
ssm,GetCommandInvocation,ssm:GetCommandInvocation
ssm,GetConnectionStatus,ssm:GetConnectionStatus
ssm,GetDefaultPatchBaseline,ssm:GetDefaultPatchBaseline
ssm,GetDeployablePatchSnapshotForInstance,ssm:GetDeployablePatchSnapshotForInstance
ssm,GetDocument,ssm:GetDocument
ssm,GetInventory,ssm:GetInventory
ssm,GetInventorySchema,ssm:GetInventorySchema
ssm,GetMaintenanceWindow,ssm:GetMaintenanceWindow
ssm,GetMaintenanceWindowExecution,ssm:GetMaintenanceWindowExecution
ssm,GetMaintenanceWindowExecutionTask,ssm:GetMaintenanceWindowExecutionTask
ssm,GetMaintenanceWindowExecutionTaskInvocation,ssm:GetMaintenanceWindowExecutionTaskInvocation
ssm,GetMaintenanceWindowTask,ssm:GetMaintenanceWindowTask
ssm,GetOpsItem,ssm:GetOpsItem
ssm,GetOpsMetadata,ssm:GetOpsMetadata
ssm,GetOpsSummary,ssm:GetOpsSummary
ssm,GetParameter,ssm:GetParameter
ssm,GetParameterHistory,ssm:GetParameterHistory
ssm,GetParameters,ssm:GetParameters
ssm,GetParametersByPath,ssm:GetParametersByPath
ssm,GetPatchBaseline,ssm:GetPatchBaseline
ssm,GetPatchBaselineForPatchGroup,ssm:GetPatchBaselineForPatchGroup
ssm,GetServiceSetting,ssm:GetServiceSetting
ssm,LabelParameterVersion,ssm:LabelParameterVersion
ssm,ListAssociationVersions,ssm:ListAssociationVersions
ssm,ListAssociations,ssm:ListAssociations
ssm,ListCommandInvocations,ssm:ListCommandInvocations
ssm,ListCommands,ssm:ListCommands
ssm,ListComplianceItems,ssm:ListComplianceItems
ssm,ListComplianceSummaries,ssm:ListComplianceSummaries
ssm,ListDocumentMetadataHistory,ssm:ListDocumentMetadataHistory
ssm,ListDocumentVersions,ssm:ListDocumentVersions
ssm,ListDocuments,ssm:ListDocuments
ssm,ListInstanceAssociations,ssm:ListInstanceAssociations
ssm,ListInventoryEntries,ssm:ListInventoryEntries
ssm,ListOpsItemEvents,ssm:ListOpsItemEvents
ssm,ListOpsItemRelatedItems,ssm:ListOpsItemRelatedItems
ssm,ListOpsMetadata,ssm:ListOpsMetadata
ssm,ListResourceComplianceSummaries,ssm:ListResourceComplianceSummaries
ssm,ListResourceDataSync,ssm:ListResourceDataSync
ssm,ListTagsForResource,ssm:ListTagsForResource
ssm,ModifyDocumentPermission,ssm:ModifyDocumentPermission
ssm,PutComplianceItems,ssm:PutComplianceItems
ssm,PutInventory,ssm:PutInventory
ssm,PutParameter,ssm:PutParameter
ssm,RegisterDefaultPatchBaseline,ssm:RegisterDefaultPatchBaseline
ssm,RegisterManagedInstance,ssm:RegisterManagedInstance
ssm,RegisterPatchBaselineForPatchGroup,ssm:RegisterPatchBaselineForPatchGroup
ssm,RegisterTargetWithMaintenanceWindow,ssm:RegisterTargetWithMaintenanceWindow
ssm,RegisterTaskWithMaintenanceWindow,ssm:RegisterTaskWithMaintenanceWindow
ssm,RemoveTagsFromResource,ssm:RemoveTagsFromResource
ssm,ResetServiceSetting,ssm:ResetServiceSetting
ssm,ResumeSession,ssm:ResumeSession
ssm,SendAutomationSignal,ssm:SendAutomationSignal
ssm,SendCommand,ssm:SendCommand
ssm,StartAssociationsOnce,ssm:StartAssociationsOnce
ssm,StartAutomationExecution,ssm:StartAutomationExecution
ssm,StartChangeRequestExecution,ssm:StartChangeRequestExecution
ssm,StartSession,ssm:StartSession
ssm,StopAutomationExecution,ssm:StopAutomationExecution
ssm,TerminateSession,ssm:TerminateSession
ssm,UnlabelParameterVersion,ssm:UnlabelParameterVersion
ssm,UpdateAssociation,ssm:UpdateAssociation
ssm,UpdateAssociationStatus,ssm:UpdateAssociationStatus
ssm,UpdateDocument,ssm:UpdateDocument
ssm,UpdateDocumentDefaultVersion,ssm:UpdateDocumentDefaultVersion
